Floors,AreaPerBedroom,Location_Suburban,Location_Urban,Condition_Fair,Price
1.2441506527764599,-0.929998018496488,-0.5642619624731064,-0.5658020972047737,-0.5935192026789141,149919
1.2441506527764599,-0.3875837274025537,-0.5642619624731064,-0.5658020972047737,-0.5935192026789141,424998
1.2441506527764599,0.4893690481710186,-0.5642619624731064,-0.5658020972047737,-0.5935192026789141,266746
0.008034753346296003,-0.9584039866942301,1.7722264949724689,-0.5658020972047737,1.684865452518453,244020
0.008034753346296003,3.4044733255130764,-0.5642619624731064,-0.5658020972047737,1.684865452518453,636056
-1.2280811460838679,2.4898942838677405,-0.5642619624731064,1.7674024273509943,-0.5935192026789141,93262
0.008034753346296003,2.235637584917459,-0.5642619624731064,-0.5658020972047737,-0.5935192026789141,448722
-1.2280811460838679,0.4088078596757828,1.7722264949724689,-0.5658020972047737,-0.5935192026789141,594893
-1.2280811460838679,-0.8899502600537696,-0.5642619624731064,-0.5658020972047737,-0.5935192026789141,652878
-1.2280811460838679,-0.5049950626198877,-0.5642619624731064,-0.5658020972047737,-0.5935192026789141,340375
0.008034753346296003,-0.0014488285571808456,1.7722264949724689,-0.5658020972047737,-0.5935192026789141,653685
1.2441506527764599,-0.5101950622626438,-0.5642619624731064,1.7674024273509943,-0.5935192026789141,127123
0.008034753346296003,-0.5004159584568637,-0.5642619624731064,-0.5658020972047737,-0.5935192026789141,849947
-1.2280811460838679,0.3850586075760313,-0.5642619624731064,-0.5658020972047737,-0.5935192026789141,399355
-1.2280811460838679,2.4349450339114527,-0.5642619624731064,1.7674024273509943,1.684865452518453,481838
0.008034753346296003,3.1166882706572627,-0.5642619624731064,-0.5658020972047737,-0.5935192026789141,853032
-1.2280811460838679,0.4018227855287971,-0.5642619624731064,1.7674024273509943,1.684865452518453,208964
-1.2280811460838679,-0.7297592262828961,-0.5642619624731064,-0.5658020972047737,-0.5935192026789141,905742
0.008034753346296003,-0.44663088752507335,1.7722264949724689,-0.5658020972047737,-0.5935192026789141,989305
0.008034753346296003,-0.6137138611209727,-0.5642619624731064,-0.5658020972047737,-0.5935192026789141,218767
0.008034753346296003,-0.5902905791480805,1.7722264949724689,-0.5658020972047737,-0.5935192026789141,996357
-1.2280811460838679,-0.42730551571841274,-0.5642619624731064,-0.5658020972047737,-0.5935192026789141,709789
-1.2280811460838679,-0.7254129579247717,-0.5642619624731064,-0.5658020972047737,-0.5935192026789141,709966
1.2441506527764599,-0.10948464203056062,-0.5642619624731064,-0.5658020972047737,-0.5935192026789141,447694
1.2441506527764599,-1.0549842785665533,-0.5642619624731064,1.7674024273509943,-0.5935192026789141,688668
0.008034753346296003,-0.5809305797911196,-0.5642619624731064,1.7674024273509943,-0.5935192026789141,527032
1.2441506527764599,-0.36723387805433516,-0.5642619624731064,1.7674024273509943,-0.5935192026789141,745494
-1.2280811460838679,-0.06617718231924889,-0.5642619624731064,-0.5658020972047737,-0.5935192026789141,513179
1.2441506527764599,-0.6347622178838899,-0.5642619624731064,-0.5658020972047737,-0.5935192026789141,948212
-1.2280811460838679,-0.2389413495546967,-0.5642619624731064,-0.5658020972047737,-0.5935192026789141,206547
0.008034753346296003,2.264509224725,1.7722264949724689,-0.5658020972047737,-0.5935192026789141,902609
0.008034753346296003,0.7054406751177782,1.7722264949724689,-0.5658020972047737,-0.5935192026789141,727090
-1.2280811460838679,2.905273359808494,-0.5642619624731064,-0.5658020972047737,-0.5935192026789141,202185
1.2441506527764599,-0.11600404456774732,-0.5642619624731064,-0.5658020972047737,-0.5935192026789141,725371
0.008034753346296003,-0.1315264315610491,-0.5642619624731064,1.7674024273509943,1.684865452518453,105746
0.008034753346296003,-0.49995028684706466,-0.5642619624731064,1.7674024273509943,-0.5935192026789141,959507
1.2441506527764599,-0.6710846034482157,-0.5642619624731064,-0.5658020972047737,-0.5935192026789141,748213
1.2441506527764599,1.483112263482193,-0.5642619624731064,1.7674024273509943,-0.5935192026789141,921627
-1.2280811460838679,0.00926161846819732,-0.5642619624731064,-0.5658020972047737,-0.5935192026789141,873250
1.2441506527764599,-1.0107920427966233,-0.5642619624731064,-0.5658020972047737,-0.5935192026789141,218393
1.2441506527764599,-0.5916875939774776,-0.5642619624731064,1.7674024273509943,-0.5935192026789141,333453
